	SRR10408671	SRR10408672	SRR10408673	SRR10408674	SRR10408675	SRR10408676	SRR10408683	SRR10408684	SRR10408685	SRR10408686	SRR10408687	SRR10408688
gene:FGSG_00072	60.3565948828778	36.9201681991472	25.3801945734761	35.3860305599289	27.1810820060145	45.8959234273936	18.8399703067739	10.1850899518388	16.4840770109913	9.90563127934958	9.54025767140572	0
gene:FGSG_00080	3.51591814851716	4.15351892240406	8.64006623777909	5.51470606128762	10.1929057522554	5.22864950438661	32.7651657509112	45.8329047832748	45.6482132612066	19.8112625586992	47.7012883570286	28.0018050764012
gene:FGSG_00081	38.6750996336887	39.6891808140832	38.3402939301447	29.4117656602007	28.8798996313904	40.086312866964	334.204690659294	343.746785874561	384.205794948489	435.847776291382	466.109731945822	415.360108633284
gene:FGSG_00082	52.1527858696711	61.8412817335715	41.5803187693119	49.6323545515886	53.2296189284451	45.8959234273936	27.0312617445017	30.5552698555165	62.1322902721978	0	35.435242779507	46.6696751273353
gene:FGSG_00084	5.85986358086193	9.2300420497868	2.16001655944477	10.110294445694	7.92781558508756	4.64768844834365	13.9251954441372	12.7313624397986	6.34002961961202	24.764078198374	24.5320911550433	32.6687725891347
gene:FGSG_00092	10.5477544455515	8.30703784480812	5.40004139861193	4.59558838440635	5.66272541791969	6.97153267251548	6.55303315018223	12.7313624397986	7.60803554353443	19.8112625586992	8.17736371834776	9.33393502546705
gene:FGSG_00093	4.68789086468954	4.6150210248934	8.1000620979179	11.9485297994565	6.79527050150362	9.2953768966873	3.27651657509112	14.0044986837784	7.60803554353443	9.90563127934958	10.9031516244637	28.0018050764012
gene:FGSG_00095	1.75795907425858	2.76901261493604	4.32003311888955	5.51470606128762	6.22899795971166	0	45.0521029075029	81.4807196147107	60.8642843482754	54.4809720364227	81.7736371834776	102.673285280138
gene:FGSG_00097	14.0636725940686	16.1525735871269	8.64006623777909	15.6250005069816	16.9881762537591	11.6192211208591	19.6590994505467	17.823907415718	21.5561007066809	0	17.7176213897535	9.33393502546705
gene:FGSG_00100	356.865692074491	424.120432187703	449.283444364513	316.176480847157	387.896691127499	293.966294357736	366.150727266432	427.773777977231	368.98972386142	153.537284829919	249.409593409607	186.678700509341
gene:FGSG_00101	9.37578172937908	7.38403363982944	15.1201159161134	1.83823535376254	11.3254508358394	6.97153267251548	37.6799406135478	52.1985860031741	35.5041658698273	0	17.7176213897535	28.0018050764012
gene:FGSG_00102	43.3629904983782	45.2272060439553	30.2402318322268	52.3897075822324	41.9041680926057	38.9243907548781	62.2538149267312	31.8284060994964	46.916219185129	39.6225251173983	54.5157581223184	56.0036101528023
gene:FGSG_00103	12.8916998778962	8.30703784480812	8.64006623777909	12.8676474763378	11.3254508358394	5.80961056042956	7.37216229395501	7.63881746387913	7.60803554353443	9.90563127934958	10.9031516244637	9.33393502546705
gene:FGSG_00107	76.178226551205	46.150210248934	34.5602649511164	79.0441202117892	53.2296189284451	53.448417155952	21.2973577380923	30.5552698555165	32.9681540219825	49.5281563967479	13.6289395305796	28.0018050764012
gene:FGSG_00108	2.34394543234477	0.92300420497868	0	0	0	1.16192211208591	75.3598812270957	59.8374034670532	77.3483613592667	272.404860182114	265.764320846302	275.351083251278
